dest_plate,dest_row,dest_col,dest_well,fwd_idx,rev_idx,fwd_source_well,rev_source_well,well_type,strain1,strain2
16,D,23,D23,85,19,O3,D16,pair,N19,K17
16,E,2,E2,76,72,M9,N2,pair,D11,D13
16,E,3,E3,43,70,G15,L22,pair,P13,D7
16,E,4,E4,33,16,E19,D10,pair,C8,D15
16,E,5,E5,58,71,I21,L24,pair,C11,E3
16,E,6,E6,3,74,A7,N6,pair,C11,L11
16,E,7,E7,1,83,A3,N24,pair,D1,P20
16,E,8,E8,26,37,E5,H4,pair,P23,P13
16,E,9,E9,58,30,I21,F14,pair,J18,L23
16,E,10,E10,69,16,K19,D10,pair,D13,P14
16,E,11,E11,40,69,G9,L20,pair,K11,E14
16,E,12,E12,86,74,O5,N6,pair,F17,N10
16,E,13,E13,75,21,M7,D20,pair,K8,J2
16,E,14,E14,89,70,O11,L22,pair,B4,K2
16,E,15,E15,6,64,A13,L10,pair,K11,L11
16,E,16,E16,2,94,A5,P22,pair,K11,F19
16,E,17,E17,15,61,C7,L4,pair,L19,P14
16,E,18,E18,48,19,I1,D16,pair,M12,C12
16,E,19,E19,59,66,I23,L14,pair,P1,J5
16,E,20,E20,11,24,A23,F2,pair,P8,E14
16,E,21,E21,73,85,M3,P4,pair,P11,J22
16,E,22,E22,46,30,G21,F14,pair,P11,N15
16,E,23,E23,32,69,E17,L20,pair,K11,N10
16,F,2,F2,80,72,M17,N2,pair,H20,K8
16,F,3,F3,19,29,C15,F12,pair,D20,C11
16,F,4,F4,51,2,I7,B6,pair,M15,J5
16,F,5,F5,61,67,K3,L16,pair,K11,D11
16,F,6,F6,34,15,E21,D8,pair,F16,E14
16,F,7,F7,79,33,M15,F20,pair,O21,C14
16,F,8,F8,90,72,O13,N2,pair,K3,N13
16,F,9,F9,48,18,I1,D14,pair,D20,F13
16,F,10,F10,91,44,O15,H18,pair,L24,M14
16,F,11,F11,45,20,G19,D18,pair,J24,L24
16,F,12,F12,62,88,K5,P10,pair,K15,D15
16,F,13,F13,13,73,C3,N4,pair,D6,P16
16,F,14,F14,65,62,K11,L6,pair,P11,C20
16,F,15,F15,68,4,K17,B10,pair,F19,D3
16,F,16,F16,6,10,A13,B22,pair,P23,P11
16,F,17,F17,10,7,A21,B16,pair,N10,L11
16,F,18,F18,22,31,C21,F16,pair,G17,J5
16,F,19,F19,31,1,E15,B4,pair,O7,D11
16,F,20,F20,93,42,O19,H14,pair,A20,D15
16,F,21,F21,29,15,E11,D8,pair,K10,B12
16,F,22,F22,89,15,O11,D8,pair,D15,P14
16,F,23,F23,67,7,K15,B16,pair,D1,L11
16,G,2,G2,6,55,A13,J16,pair,L6,N10
16,G,3,G3,70,8,K21,B18,pair,J18,C20
16,G,4,G4,43,91,G15,P16,pair,O7,P17
16,G,5,G5,75,3,M7,B8,pair,J18,A6
16,G,6,G6,37,31,G3,F16,pair,N19,E14
16,G,7,G7,21,40,C19,H10,pair,D3,P17
16,G,8,G8,3,54,A7,J14,pair,P11,O10
16,G,9,G9,28,87,E9,P8,pair,A11,J2
16,G,10,G10,72,83,M1,N24,pair,D7,P17
16,G,11,G11,29,84,E11,P2,pair,N21,C11
16,G,12,G12,93,74,O19,N6,pair,A5,A19
16,G,13,G13,85,60,O3,L2,pair,A20,M14
16,G,14,G14,59,13,I23,D4,pair,G5,N13
16,G,15,G15,61,6,K3,B14,pair,C8,F17
16,G,16,G16,34,11,E21,B24,pair,M12,G8
16,G,17,G17,54,37,I13,H4,pair,N24,L23
16,G,18,G18,91,92,O15,P18,pair,A20,B12
16,G,19,G19,29,83,E11,N24,pair,O24,A19
16,G,20,G20,59,36,I23,H2,pair,K10,L6
16,G,21,G21,72,3,M1,B8,pair,N24,B24
16,G,22,G22,34,1,E21,B4,pair,F19,L11
16,G,23,G23,11,6,A23,B14,pair,P8,C15
16,H,2,H2,12,28,C1,F10,pair,M15,D13
16,H,3,H3,53,59,I11,J24,pair,K10,F19
16,H,4,H4,66,8,K13,B18,pair,N19,M15
16,H,5,H5,80,42,M17,H14,pair,K3,C15
16,H,6,H6,15,30,C7,F14,pair,P13,P11
16,H,7,H7,87,91,O7,P16,pair,K11,J22
16,H,8,H8,29,25,E11,F4,pair,N24,C12
16,H,9,H9,63,9,K7,B20,pair,M23,P17
16,H,10,H10,18,5,C13,B12,pair,K10,A6
16,H,11,H11,43,68,G15,L18,pair,N24,G8
16,H,12,H12,18,9,C13,B20,pair,P20,C15
16,H,13,H13,5,24,A11,F2,pair,D15,N13
16,H,14,H14,93,61,O19,L4,pair,N24,O10
16,H,15,H15,46,1,G21,B4,pair,J24,D11
16,H,16,H16,67,95,K15,P24,pair,A19,D13
16,H,17,H17,17,90,C11,P14,pair,D6,J2
16,H,18,H18,14,9,C5,B20,pair,A20,D13
16,H,19,H19,75,12,M7,D2,pair,P13,P17
16,H,20,H20,12,31,C1,F16,pair,D11,A6
16,H,21,H21,54,74,I13,N6,pair,O7,C14
16,H,22,H22,80,0,M17,B2,pair,N19,J2
16,H,23,H23,2,86,A5,P6,pair,A20,L11
16,I,2,I2,20,55,C17,J16,pair,N19,B12
16,I,3,I3,5,23,A11,D24,pair,M23,O10
16,I,4,I4,62,60,K5,L2,pair,J18,N15
16,I,5,I5,26,69,E5,L20,pair,A6,J22
16,I,6,I6,37,46,G3,H22,pair,C8,C3
16,I,7,I7,70,23,K21,D24,pair,L24,P17
16,I,8,I8,71,90,K23,P14,pair,O7,C12
16,I,9,I9,35,95,E23,P24,pair,P8,L19
16,I,10,I10,30,75,E13,N8,pair,P13,H20
16,I,11,I11,37,87,G3,P8,pair,C3,K6
16,I,12,I12,92,76,O17,N10,pair,O18,P17
16,I,13,I13,12,94,C1,P22,pair,N21,P11
16,I,14,I14,25,44,E3,H18,pair,F2,L19
16,I,15,I15,40,68,G9,L18,pair,O5,L11
16,I,16,I16,78,61,M13,L4,pair,B4,P16
16,I,17,I17,19,60,C15,L2,pair,D20,F19
16,I,18,I18,58,8,I21,B18,pair,G17,P20
16,I,19,I19,44,69,G17,L20,pair,A5,F7
16,I,20,I20,81,34,M19,F22,pair,N19,C3
16,I,21,I21,5,21,A11,D20,pair,G5,A6
16,I,22,I22,60,12,K1,D2,pair,L23,B15
16,I,23,I23,3,7,A7,B16,pair,P8,G17
16,J,2,J2,51,9,I7,B20,pair,D6,L19
16,J,3,J3,47,68,G23,L18,pair,K6,L11
16,J,4,J4,84,90,O1,P14,pair,N23,O18
16,J,5,J5,95,83,O23,N24,pair,O24,B15
16,J,6,J6,65,46,K11,H22,pair,O21,C15
16,J,7,J7,34,88,E21,P10,pair,C20,D3
16,J,8,J8,70,83,K21,N24,pair,G5,C15
16,J,9,J9,11,12,A23,D2,pair,C15,A6
16,J,10,J10,39,61,G7,L4,pair,B7,M15
16,J,11,J11,44,42,G17,H14,pair,N23,P20
16,J,12,J12,91,41,O15,H12,pair,P11,G8
16,J,13,J13,63,64,K7,L10,pair,O7,P11
16,J,14,J14,44,95,G17,P24,pair,A20,P16
16,J,15,J15,34,50,E21,J6,pair,K11,B24
16,J,16,J16,74,34,M5,F22,pair,O24,D6
16,J,17,J17,47,11,G23,B24,pair,N19,F19
16,J,18,J18,49,43,I3,H16,pair,K6,K2
16,J,19,J19,68,43,K17,H16,pair,A5,B24
16,J,20,J20,75,77,M7,N12,pair,P11,C20
16,J,21,J21,8,54,A17,J14,pair,M23,D13
16,J,22,J22,49,76,I3,N10,pair,N19,C14
16,J,23,J23,38,89,G5,P12,pair,O17,A19
16,K,2,K2,60,21,K1,D20,pair,C3,O10
16,K,3,K3,13,1,C3,B4,pair,N24,J24
16,K,4,K4,36,54,G1,J14,pair,F2,P14
16,K,5,K5,31,77,E15,N12,pair,O24,C20
16,K,6,K6,25,2,E3,B6,pair,F17,F13
16,K,7,K7,32,8,E17,B18,pair,K6,E3
16,K,8,K8,88,23,O9,D24,pair,O5,H20
16,K,9,K9,52,28,I9,F10,pair,B7,N3
16,K,10,K10,41,36,G11,H2,pair,F2,P13
16,K,11,K11,35,20,E23,D18,pair,B24,B4
16,K,12,K12,5,51,A11,J8,pair,M12,L11
16,K,13,K13,20,44,C17,H18,pair,A11,P17
16,K,14,K14,72,32,M1,F18,pair,M23,A11
16,K,15,K15,65,11,K11,B24,pair,C8,F16
16,K,16,K16,95,58,O23,J22,pair,D11,D3
16,K,17,K17,15,64,C7,L10,pair,L6,L19
16,K,18,K18,30,50,E13,J6,pair,C12,J5
16,K,19,K19,5,32,A11,F18,pair,O17,A11
16,K,20,K20,75,81,M7,N20,pair,A19,F19
16,K,21,K21,5,69,A11,L20,pair,P1,K17
16,K,22,K22,83,22,M23,D22,pair,I19,F16
16,K,23,K23,55,20,I15,D18,pair,M12,E14
16,L,2,L2,21,86,C19,P6,pair,F13,L11
16,L,3,L3,15,44,C7,H18,pair,O24,F19
16,L,4,L4,26,61,E5,L4,pair,A19,F13
16,L,5,L5,13,31,C3,F16,pair,C19,J2
16,L,6,L6,39,94,G7,P22,pair,C8,A11
16,L,7,L7,50,21,I5,D20,pair,D20,L6
16,L,8,L8,2,75,A5,N8,pair,K11,P16
16,L,9,L9,80,44,M17,H18,pair,G17,O21
16,L,10,L10,9,86,A19,P6,pair,M23,K17
16,L,11,L11,85,81,O3,N20,pair,K10,B7
16,L,12,L12,28,25,E9,F4,pair,N15,O10
16,L,13,L13,76,6,M9,B14,pair,N19,C20
16,L,14,L14,90,32,O13,F18,pair,P16,D11
16,L,15,L15,30,43,E13,H16,pair,K8,G8
16,L,16,L16,33,60,E19,L2,pair,P23,A20
16,L,17,L17,1,28,A3,F10,pair,D15,A6
16,L,18,L18,60,28,K1,F10,pair,D7,F13
16,L,19,L19,18,33,C13,F20,pair,N23,F7
16,L,20,L20,2,3,A5,B8,pair,I19,G8
16,L,21,L21,3,30,A7,F14,pair,K10,P16
16,L,22,L22,37,62,G3,L6,pair,M15,P17
16,L,23,L23,33,50,E19,J6,pair,N24,F13
16,M,2,M2,90,60,O13,L2,pair,M12,E24
16,M,3,M3,74,57,M5,J20,pair,K3,F19
16,M,4,M4,40,55,G9,J16,pair,D15,E24
16,M,5,M5,19,69,C15,L20,pair,C8,D7
16,M,6,M6,19,27,C15,F8,pair,M23,C20
16,M,7,M7,66,47,K13,H24,pair,A5,B12
16,M,8,M8,22,79,C21,N16,pair,B12,P17
16,M,9,M9,59,71,I23,L24,pair,P23,G5
16,M,10,M10,22,45,C21,H20,pair,F13,P14
16,M,11,M11,48,39,I1,H8,pair,D15,O21
16,M,12,M12,66,86,K13,P6,pair,D15,D13
16,M,13,M13,29,46,E11,H22,pair,O5,G8
16,M,14,M14,72,27,M1,F8,pair,P1,O17
16,M,15,M15,63,41,K7,H12,pair,N10,O10
16,M,16,M16,59,62,I23,L6,pair,N21,E14
16,M,17,M17,14,80,C5,N18,pair,N23,B7
16,M,18,M18,23,20,C23,D18,pair,B24,L24
16,M,19,M19,85,9,O3,B20,pair,P20,J2
16,M,20,M20,8,36,A17,H2,pair,C15,J5
16,M,21,M21,80,61,M17,L4,pair,B24,C14
16,M,22,M22,87,78,O7,N14,pair,F19,G8
16,M,23,M23,34,28,E21,F10,pair,A5,F2
16,N,2,N2,29,81,E11,N20,pair,N23,O10
16,N,3,N3,89,8,O11,B18,pair,K17,C19
16,N,4,N4,40,37,G9,H4,pair,K15,D3
16,N,5,N5,1,77,A3,N12,pair,C11,L11
16,N,6,N6,82,48,M21,J2,pair,G5,G8
16,N,7,N7,63,60,K7,L2,pair,A6,F16
16,N,8,N8,38,49,G5,J4,pair,P13,A19
16,N,9,N9,25,21,E3,D20,pair,F2,E14
16,N,10,N10,30,60,E13,L2,pair,K8,M14
16,N,11,N11,38,63,G5,L8,pair,B7,J22
16,N,12,N12,61,70,K3,L22,pair,N19,E3
16,N,13,N13,43,83,G15,N24,pair,P1,K6
16,N,14,N14,47,56,G23,J18,pair,A6,F16
16,N,15,N15,59,8,I23,B18,pair,B24,P17
16,N,16,N16,52,50,I9,J6,pair,D20,E24
16,N,17,N17,59,70,I23,L22,pair,P13,C15
16,N,18,N18,13,60,C3,L2,pair,D11,D3
16,N,19,N19,30,74,E13,N6,pair,K10,F7
16,N,20,N20,68,20,K17,D18,pair,A19,M12
16,N,21,N21,56,72,I17,N2,pair,M12,D11
16,N,22,N22,71,89,K23,P12,pair,O5,P20
16,N,23,N23,9,41,A19,H12,pair,G17,F17
16,O,2,O2,2,82,A5,N22,pair,G5,A11
16,O,3,O3,4,62,A9,L6,pair,O5,P11
16,O,4,O4,45,89,G19,P12,pair,O24,D1
16,O,5,O5,58,67,I21,L16,pair,O17,P13
16,O,6,O6,92,49,O17,J4,pair,D1,N15
16,O,7,O7,76,54,M9,J14,pair,E3,O18
16,O,8,O8,2,70,A5,L22,pair,M15,E24
16,O,9,O9,81,60,M19,L2,pair,P11,A11
16,O,10,O10,3,1,A7,B4,pair,F19,C12
16,O,11,O11,92,24,O17,F2,pair,P16,M14
16,O,12,O12,55,84,I15,P2,pair,J18,K2
16,O,13,O13,64,92,K9,P18,pair,D13,O10
16,O,14,O14,68,0,K17,B2,pair,D7,D13
16,O,15,O15,53,42,I11,H14,pair,E14,O10
16,O,16,O16,17,6,C11,B14,pair,P1,C15
16,O,17,O17,18,28,C13,F10,pair,J24,N13
16,O,18,O18,48,8,I1,B18,pair,B12,K2
16,O,19,O19,59,53,I23,J12,pair,O24,P8
16,O,20,O20,81,26,M19,F6,pair,A20,B15
16,O,21,O21,43,7,G15,B16,pair,A5,M15
16,O,22,O22,62,4,K5,B10,pair,M15,F19
16,O,23,O23,33,31,E19,F16,pair,A19,M14
17,B,2,B2,70,86,K21,P6,pair,I19,M12
17,B,3,B3,59,63,I23,L8,pair,F19,G5
17,B,4,B4,16,27,C9,F8,pair,A19,O10
17,B,5,B5,81,25,M19,F4,pair,O17,H20
17,B,6,B6,38,56,G5,J18,pair,P13,M12
17,B,7,B7,55,64,I15,L10,pair,O24,F17
17,B,8,B8,88,37,O9,H4,pair,N19,C8
17,B,9,B9,13,81,C3,N20,pair,C12,K8
17,B,10,B10,47,25,G23,F4,pair,O24,P17
17,B,11,B11,30,25,E13,F4,pair,P1,K17
17,B,12,B12,79,17,M15,D12,pair,K8,K2
17,B,13,B13,15,58,C7,J22,pair,E14,D3
17,B,14,B14,42,43,G13,H16,pair,B24,O17
17,B,15,B15,93,70,O19,L22,pair,A20,L19
17,B,16,B16,27,11,E7,B24,pair,C14,P17
17,B,17,B17,71,83,K23,N24,pair,C3,F17
17,B,18,B18,1,31,A3,F16,pair,D6,D7
17,B,19,B19,78,31,M13,F16,pair,G17,O17
17,B,20,B20,0,31,A1,F16,pair,A20,C19
17,B,21,B21,57,45,I19,H20,pair,B24,B7
17,B,22,B22,14,64,C5,L10,pair,I19,F2
17,B,23,B23,44,12,G17,D2,pair,J18,K3
17,C,2,C2,68,34,K17,F22,pair,D7,N15
17,C,3,C3,80,91,M17,P16,pair,K15,D20
17,C,4,C4,50,20,I5,D18,pair,P1,N13
17,C,5,C5,83,25,M23,F4,pair,P11,M12
17,C,6,C6,88,66,O9,L14,pair,N24,A6
17,C,7,C7,58,50,I21,J6,pair,D3,J5
17,C,8,C8,46,75,G21,N8,pair,P8,G17
17,C,9,C9,76,48,M9,J2,pair,D15,P17
17,C,10,C10,37,92,G3,P18,pair,O7,F2
17,C,11,C11,20,24,C17,F2,pair,B24,O5
17,C,12,C12,53,80,I11,N18,pair,F2,J2
17,C,13,C13,24,33,E1,F20,pair,E3,N13
17,C,14,C14,61,44,K3,H18,pair,B7,L19
17,C,15,C15,86,7,O5,B16,pair,O24,O10
17,C,16,C16,44,70,G17,L22,pair,K10,J22
17,C,17,C17,38,62,G5,L6,pair,M15,P20
17,C,18,C18,2,45,A5,H20,pair,B24,O5
17,C,19,C19,73,49,M3,J4,pair,D15,G5
17,C,20,C20,64,6,K9,B14,mono,N15,N15
17,C,21,C21,73,34,M3,F22,pair,O7,F19
17,C,22,C22,46,5,G21,B12,pair,N19,O7
17,C,23,C23,45,9,G19,B20,pair,F17,G5
17,D,2,D2,60,42,K1,H14,pair,G17,G8
17,D,3,D3,89,52,O11,J10,pair,O7,F19
17,D,4,D4,34,42,E21,H14,pair,C11,F13
17,D,5,D5,69,58,K19,J22,pair,O24,P23
17,D,6,D6,60,37,K1,H4,pair,O24,P11
17,D,7,D7,0,61,A1,L4,pair,P11,E14
17,D,8,D8,72,66,M1,L14,pair,N19,N10
17,D,9,D9,63,6,K7,B14,pair,J18,O10
17,D,10,D10,70,52,K21,J10,pair,D6,N15
17,D,11,D11,11,68,A23,L18,pair,P8,C15
17,D,12,D12,46,73,G21,N4,pair,K3,C11
17,D,13,D13,66,0,K13,B2,pair,L24,G5
17,D,14,D14,19,89,C15,P12,mono,K6,K6
17,D,15,D15,68,24,K17,F2,pair,O5,M14
17,D,16,D16,90,7,O13,B16,pair,O24,C20
17,D,17,D17,57,11,I19,B24,pair,L23,K2
17,D,18,D18,57,20,I19,D18,pair,C3,F17
17,D,19,D19,73,86,M3,P6,pair,O5,K6
17,D,20,D20,13,28,C3,F10,pair,L6,N15
17,D,21,D21,21,90,C19,P14,pair,P8,P16
17,D,22,D22,7,35,A15,F24,pair,K17,K6
17,D,23,D23,51,1,I7,B4,pair,K11,N21
17,E,2,E2,95,25,O23,F4,pair,P16,F13
17,E,3,E3,81,11,M19,B24,pair,N24,O5
17,E,4,E4,84,52,O1,J10,pair,D6,I19
17,E,5,E5,16,52,C9,J10,pair,K17,A6
17,E,6,E6,82,20,M21,D18,pair,K11,O17
17,E,7,E7,89,66,O11,L14,pair,L6,F17
17,E,8,E8,11,13,A23,D4,pair,H20,K2
17,E,9,E9,93,14,O19,D6,pair,D3,J2
17,E,10,E10,28,0,E9,B2,pair,N21,G8
17,E,11,E11,5,16,A11,D10,pair,L23,B15
17,E,12,E12,88,71,O9,L24,pair,M23,C11
17,E,13,E13,93,16,O19,D10,pair,H20,B15
17,E,14,E14,80,50,M17,J6,pair,E3,D3
17,E,15,E15,69,50,K19,J6,pair,C3,N10
17,E,16,E16,14,32,C5,F18,pair,K6,D15
17,E,17,E17,84,32,O1,F18,pair,N3,D3
17,E,18,E18,32,60,E17,L2,pair,M23,C3
17,E,19,E19,31,15,E15,D8,pair,E14,O18
17,E,20,E20,42,26,G13,F6,pair,D6,C20
17,E,21,E21,2,26,A5,F6,pair,B7,O21
17,E,22,E22,89,80,O11,N18,pair,N14,C14
17,E,23,E23,46,47,G21,H24,pair,K3,F16
17,F,2,F2,12,27,C1,F8,pair,L6,A20
17,F,3,F3,41,13,G11,D4,pair,B15,C19
17,F,4,F4,43,56,G15,J18,pair,O17,C14
17,F,5,F5,13,5,C3,B12,pair,D1,P17
17,F,6,F6,35,53,E23,J12,pair,D3,J22
17,F,7,F7,10,89,A21,P12,pair,A19,J2
17,F,8,F8,7,63,A15,L8,pair,B24,B15
17,F,9,F9,32,65,E17,L12,pair,O5,N10
17,F,10,F10,10,42,A21,H14,pair,D20,O21
17,F,11,F11,78,11,M13,B24,pair,L6,M14
17,F,12,F12,80,55,M17,J16,pair,K10,D13
17,F,13,F13,40,49,G9,J4,pair,N19,M12
17,F,14,F14,23,79,C23,N16,pair,E3,D13
17,F,15,F15,68,55,K17,J16,pair,C8,M23
17,F,16,F16,78,80,M13,N18,pair,P13,K17
17,F,17,F17,59,57,I23,J20,pair,K11,N15
17,F,18,F18,34,53,E21,J12,pair,B15,L11
17,F,19,F19,45,10,G19,B22,pair,D6,C15
17,F,20,F20,91,38,O15,H6,pair,O24,C19
17,F,21,F21,20,93,C17,P20,pair,O17,C20
17,F,22,F22,62,42,K5,H14,pair,K11,E14
17,F,23,F23,38,36,G5,H2,pair,D6,N13
17,G,2,G2,71,52,K23,J10,mono,K15,K15
17,G,3,G3,63,20,K7,D18,pair,P1,O18
17,G,4,G4,4,60,A9,L2,pair,L19,O10
17,G,5,G5,29,31,E11,F16,pair,N3,D7
17,G,6,G6,11,36,A23,H2,pair,N24,A20
17,G,7,G7,14,78,C5,N14,pair,N24,P20
17,G,8,G8,77,34,M11,F22,pair,F7,K8
17,G,9,G9,4,18,A9,D14,pair,N10,F16
17,G,10,G10,75,22,M7,D22,pair,B7,J5
17,G,11,G11,87,63,O7,L8,pair,C20,J2
17,G,12,G12,82,80,M21,N18,pair,F2,E24
17,G,13,G13,66,78,K13,N14,pair,P1,K8
17,G,14,G14,43,79,G15,N16,pair,P1,C19
17,G,15,G15,72,10,M1,B22,pair,O24,P16
17,G,16,G16,45,75,G19,N8,pair,M15,O10
17,G,17,G17,31,33,E15,F20,pair,P8,H20
17,G,18,G18,39,44,G7,H18,pair,B4,O10
17,G,19,G19,42,3,G13,B8,pair,C19,J2
17,G,20,G20,87,48,O7,J2,pair,M14,N13
17,G,21,G21,46,68,G21,L18,pair,F17,F7
17,G,22,G22,57,60,I19,L2,pair,O17,M12
17,G,23,G23,5,52,A11,J10,pair,F19,P16
17,H,2,H2,81,15,M19,D8,pair,C8,F7
17,H,3,H3,60,46,K1,H22,pair,I19,P13
17,H,4,H4,74,1,M5,B4,pair,D11,J5
17,H,5,H5,93,62,O19,L6,pair,N23,G8
17,H,6,H6,14,37,C5,H4,pair,G5,D13
17,H,7,H7,75,19,M7,D16,pair,N3,C19
17,H,8,H8,2,39,A5,H8,pair,N21,L24
17,H,9,H9,38,91,G5,P16,pair,D11,J2
17,H,10,H10,88,38,O9,H6,pair,O5,L24
17,H,11,H11,70,38,K21,H6,pair,D1,O21
17,H,12,H12,39,89,G7,P12,pair,N10,C14
17,H,13,H13,78,87,M13,P8,pair,O24,P1
17,H,14,H14,17,93,C11,P20,pair,C20,F13
17,H,15,H15,14,36,C5,H2,pair,F19,C15
17,H,16,H16,28,94,E9,P22,pair,O5,D3
17,H,17,H17,94,85,O21,P4,pair,J18,J2
17,H,18,H18,36,56,G1,J18,pair,K6,A20
17,H,19,H19,37,18,G3,D14,pair,O7,E14
17,H,20,H20,88,82,O9,N22,pair,E3,B12
17,H,21,H21,7,66,A15,L14,pair,K10,J2
17,H,22,H22,79,8,M15,B18,pair,B4,C8
17,H,23,H23,17,62,C11,L6,pair,L23,F16
17,I,2,I2,46,16,G21,D10,pair,P1,M12
17,I,3,I3,83,58,M23,J22,pair,B24,P16
17,I,4,I4,37,53,G3,J12,pair,N24,A11
17,I,5,I5,18,6,C13,B14,pair,N23,L24
17,I,6,I6,57,21,I19,D20,pair,P8,J5
17,I,7,I7,29,79,E11,N16,pair,K10,K3
17,I,8,I8,32,88,E17,P10,pair,L6,E14
17,I,9,I9,43,88,G15,P10,pair,F2,H20
17,I,10,I10,79,58,M15,J22,pair,A19,E24
17,I,11,I11,53,79,I11,N16,pair,N23,B15
17,I,12,I12,21,82,C19,N22,pair,O24,C8
17,I,13,I13,43,34,G15,F22,pair,O17,M14
17,I,14,I14,59,93,I23,P20,pair,D20,D13
17,I,15,I15,49,95,I3,P24,pair,P11,B12
17,I,16,I16,23,69,C23,L20,pair,N15,C15
17,I,17,I17,27,81,E7,N20,pair,K17,P11
17,I,18,I18,36,20,G1,D18,pair,B4,N15
17,I,19,I19,13,25,C3,F4,mono,J2,J2
17,I,20,I20,2,0,A5,B2,pair,O5,G8
17,I,21,I21,35,91,E23,P16,pair,N21,N13
17,I,22,I22,89,53,O11,J12,pair,D7,D15
17,I,23,I23,32,75,E17,N8,pair,A19,L11
17,J,2,J2,28,95,E9,P24,pair,F19,P16
17,J,3,J3,66,76,K13,N10,pair,P8,D7
17,J,4,J4,7,32,A15,F18,pair,G17,N14
17,J,5,J5,19,64,C15,L10,pair,D7,O21
17,J,6,J6,19,94,C15,P22,pair,L23,F17
17,J,7,J7,53,49,I11,J4,pair,F2,G5
17,J,8,J8,2,5,A5,B12,pair,G17,C20
17,J,9,J9,61,55,K3,J16,pair,P1,P20
17,J,10,J10,10,55,A21,J16,pair,F17,L24
17,J,11,J11,56,46,I17,H22,pair,F7,P17
17,J,12,J12,23,19,C23,D16,pair,K15,F19
17,J,13,J13,5,89,A11,P12,pair,L19,P14
17,J,14,J14,1,90,A3,P14,pair,J24,M15
17,J,15,J15,69,53,K19,J12,pair,B15,D15
17,J,16,J16,61,45,K3,H20,pair,J24,J22
17,J,17,J17,13,89,C3,P12,pair,P1,K6
17,J,18,J18,9,68,A19,L18,pair,C20,O18
17,J,19,J19,38,95,G5,P24,pair,L6,D7
17,J,20,J20,27,16,E7,D10,pair,O7,J22
17,J,21,J21,95,43,O23,H16,pair,F16,N13
17,J,22,J22,22,73,C21,N4,pair,C3,P13
17,J,23,J23,28,30,E9,F14,pair,B7,P8
17,K,2,K2,15,63,C7,L8,pair,B7,C14
17,K,3,K3,87,92,O7,P18,pair,D15,N14
17,K,4,K4,73,3,M3,B8,pair,D20,G17
17,K,5,K5,92,74,O17,N6,pair,M23,C12
17,K,6,K6,63,93,K7,P20,pair,C3,C15
17,K,7,K7,18,43,C13,H16,pair,P23,A19
17,K,8,K8,82,86,M21,P6,pair,B24,F2
17,K,9,K9,7,2,A15,B6,pair,K15,A5
17,K,10,K10,87,39,O7,H8,pair,C8,N3
17,K,11,K11,43,80,G15,N18,pair,M23,C15
17,K,12,K12,77,26,M11,F6,pair,O5,J5
17,K,13,K13,87,53,O7,J12,pair,B24,G5
17,K,14,K14,20,7,C17,B16,pair,M12,L24
17,K,15,K15,50,69,I5,L20,pair,K3,P17
17,K,16,K16,8,73,A17,N4,pair,I19,C15
17,K,17,K17,52,83,I9,N24,pair,D6,D15
17,K,18,K18,75,23,M7,D24,pair,A20,H20
17,K,19,K19,12,14,C1,D6,pair,E24,D13
17,K,20,K20,80,11,M17,B24,pair,F2,G17
17,K,21,K21,29,41,E11,H12,pair,L23,O21
17,K,22,K22,3,94,A7,P22,pair,O21,E14
17,K,23,K23,85,70,O3,L22,pair,O7,A19
17,L,2,L2,12,13,C1,D4,pair,P23,F17
17,L,3,L3,85,50,O3,J6,pair,K15,I19
17,L,4,L4,23,15,C23,D8,pair,N3,K17
17,L,5,L5,53,34,I11,F22,pair,L23,P17
17,L,6,L6,39,28,G7,F10,pair,F17,A20
17,L,7,L7,26,78,E5,N14,pair,A5,C8
17,L,8,L8,11,23,A23,D24,pair,J24,K17
17,L,9,L9,93,49,O19,J4,pair,D1,N14
17,L,10,L10,86,5,O5,B12,pair,B7,G8
17,L,11,L11,95,45,O23,H20,pair,F16,O18
17,L,12,L12,44,93,G17,P20,pair,M15,O18
17,L,13,L13,38,93,G5,P20,pair,O17,E3
17,L,14,L14,62,92,K5,P18,pair,L24,N13
17,L,15,L15,83,70,M23,L22,pair,K11,M15
17,L,16,L16,68,62,K17,L6,pair,K10,E24
17,L,17,L17,41,25,G11,F4,pair,N21,D13
17,L,18,L18,92,77,O17,N12,pair,D3,J2
17,L,19,L19,14,27,C5,F8,pair,A5,L11
17,L,20,L20,60,92,K1,P18,pair,C20,M14
17,L,21,L21,81,40,M19,H10,pair,N21,D3
17,L,22,L22,24,1,E1,B4,pair,D3,P14
17,L,23,L23,69,44,K19,H18,pair,N24,K17
17,M,2,M2,2,30,A5,F14,pair,B24,P16
17,M,3,M3,76,80,M9,N18,pair,C3,A6
17,M,4,M4,3,13,A7,D4,pair,N19,O5
17,M,5,M5,58,12,I21,D2,pair,P13,E24
17,M,6,M6,79,69,M15,L20,pair,L6,F16
17,M,7,M7,46,15,G21,D8,pair,A5,K6
17,M,8,M8,48,74,I1,N6,pair,N14,P17
17,M,9,M9,25,72,E3,N2,pair,P23,C19
17,M,10,M10,79,82,M15,N22,pair,G17,L11
17,M,11,M11,74,43,M5,H16,pair,J24,P16
17,M,12,M12,89,93,O11,P20,pair,I19,D1
17,M,13,M13,44,72,G17,N2,pair,O7,G17
